%MC_DataTool ASCII conversion
%
%t           	El 12       	El 45       	El 86
%[ms]        	[microV]        	[microV]        	[microV]
1675.700    	0.00        	-7.50       	-5.83
1675.800    	-5.00       	-8.33       	-5.42
1675.900    	-6.25       	-7.08       	-8.75
1676.000    	-3.33       	-3.33       	-9.17
1676.100    	-2.92       	-3.33       	-4.17
1676.200    	-10.42      	-4.17       	-1.67
1676.300    	-21.67      	1.67        	-4.17
1676.400    	-27.92      	0.83        	-8.33
1676.500    	-30.83      	-3.33       	-1.67
1676.600    	-28.75      	-1.67       	-2.08
1676.700    	-29.58      	-0.83       	-2.08
1676.800    	-17.50      	-7.50       	-6.25
1676.900    	-8.75       	-7.50       	-5.42
1677.000    	-0.83       	-3.75       	-1.25
1677.100    	2.92        	-4.17       	-0.83
1677.200    	-1.67       	-5.00       	-0.42
1677.300    	-2.92       	-12.50      	1.25
1677.400    	-7.08       	-10.00      	6.67
1677.500    	-7.92       	-7.08       	7.08
1677.600    	-4.58       	-0.42       	0.42
1677.700    	0.83        	-2.92       	0.00
1677.800    	-1.67       	-3.75       	-0.83
1677.900    	-3.33       	-7.92       	4.58
1678.000    	-7.92       	-9.58       	-2.50
1678.100    	-7.08       	-6.25       	5.83
1678.200    	-3.33       	-7.08       	0.42
1678.300    	-3.75       	0.83        	-4.58
1678.400    	-5.83       	2.08        	-2.50
1678.500    	-9.58       	3.75        	1.25
1678.600    	-8.75       	-4.17       	0.00
1678.700    	-7.50       	-7.50       	-8.33
1678.800    	-5.00       	-9.58       	-2.08
1678.900    	-0.83       	-10.83      	-0.83
1679.000    	-2.08       	-8.75       	-2.92
1679.100    	0.42        	-8.33       	-2.92
1679.200    	0.42        	-7.08       	-3.75
1679.300    	-1.25       	-6.25       	-1.25
1679.400    	-1.25       	-6.67       	2.50
1679.500    	5.83        	-7.92       	0.83
1679.600    	7.92        	-1.67       	2.50
1679.700    	-2.50       	-0.42       	-5.00
1679.800    	3.33        	-4.58       	-7.92
1679.900    	5.83        	-2.92       	-2.50
1680.000    	-2.50       	-9.17       	-1.67
1680.100    	-2.08       	1.67        	3.33
1680.200    	8.75        	0.00        	1.25
1680.300    	10.00       	-1.67       	-1.67
1680.400    	1.25        	-3.75       	0.42
1680.500    	-0.42       	-6.25       	5.00
1680.600    	-3.33       	-2.08       	0.00
1680.700    	-5.00       	0.83        	-2.50
1680.800    	-3.33       	-0.83       	-5.42
1680.900    	-5.00       	-3.75       	-4.17
1681.000    	0.00        	-8.33       	-5.83
1681.100    	2.92        	-0.83       	-2.50
1681.200    	-0.83       	2.50        	-9.58
1681.300    	0.00        	-5.00       	-2.92
1681.400    	-0.42       	-2.08       	-3.75
1681.500    	-3.33       	-0.42       	-12.08
1681.600    	3.75        	-2.50       	-6.67
1681.700    	0.00        	-3.75       	1.67
1681.800    	0.42        	-4.58       	-2.08
1681.900    	0.42        	-7.08       	-8.75
1682.000    	0.00        	2.08        	-11.25
1682.100    	-1.67       	1.67        	-5.83
1682.200    	3.33        	-0.83       	-4.58
1682.300    	-0.42       	-5.42       	-7.08
1682.400    	-3.75       	-7.08       	-7.92
1682.500    	0.00        	-11.25      	-8.75
1682.600    	3.75        	-11.67      	-7.92
1682.700    	2.92        	-8.33       	-9.58
1682.800    	-2.92       	-12.08      	-11.67
1682.900    	-1.25       	-5.83       	-4.58
1683.000    	1.25        	-5.83       	-7.50
1683.100    	3.75        	-6.67       	-6.67
1683.200    	-4.58       	-9.58       	-9.17
1683.300    	-7.08       	-12.08      	-12.08
1683.400    	3.33        	-8.33       	-11.25
1683.500    	0.83        	-2.08       	-8.75
1683.600    	12.08       	-1.25       	-7.08
1683.700    	2.92        	-2.08       	-6.25
1683.800    	5.83        	0.00        	-5.83
1683.900    	6.67        	-4.58       	-2.08
1684.000    	7.50        	-5.83       	-2.50
1684.100    	10.00       	-2.50       	-10.00
1684.200    	6.67        	-0.83       	-8.33
1684.300    	-0.83       	-2.50       	-2.50
1684.400    	3.75        	-2.08       	1.25
1684.500    	3.75        	-7.50       	-4.17
1684.600    	0.42        	-7.50       	-3.75
1684.700    	-4.17       	-5.83       	-1.25
1684.800    	-0.42       	-7.50       	2.08
1684.900    	3.33        	-8.33       	-6.67
