%time value spike threshold
2284.300000 4.735325 nan -18.190455
2284.400000 4.325745 nan -18.190455
2284.500000 0.986785 nan -18.190455
2284.600000 6.408455 nan -18.190455
2284.700000 4.736785 nan -18.190455
2284.800000 2.234285 nan -18.190455
2284.900000 1.819705 nan -18.190455
2285.000000 1.397415 nan -18.190455
2285.100000 -1.933630 nan -18.190455
2285.200000 0.146575 nan -18.190455
2285.300000 4.318240 nan -18.190455
2285.400000 -1.521550 nan -18.190455
2285.500000 -0.274050 nan -18.190455
2285.600000 -3.184675 nan -18.190455
2285.700000 4.723450 nan -18.190455
2285.800000 0.561780 nan -18.190455
2285.900000 -0.692385 nan -18.190455
2286.000000 4.305950 nan -18.190455
2286.100000 7.219075 nan -18.190455
2286.200000 -4.032590 nan -18.190455
2286.300000 0.136995 nan -18.190455
2286.400000 6.387205 nan -18.190455
2286.500000 11.388245 nan -18.190455
2286.600000 1.386160 nan -18.190455
2286.700000 1.383450 nan -18.190455
2286.800000 0.551995 nan -18.190455
2286.900000 -1.947380 nan -18.190455
2287.000000 5.134285 nan -18.190455
2287.100000 1.807615 nan -18.190455
2287.200000 -1.938845 nan -18.190455
2287.300000 -0.274470 nan -18.190455
2287.400000 3.069070 nan -18.190455
2287.500000 -1.098640 nan -18.190455
2287.600000 -3.176350 nan -18.190455
2287.700000 -1.514475 nan -18.190455
2287.800000 -3.590515 nan -18.190455
2287.900000 0.581985 nan -18.190455
2288.000000 5.584485 nan -18.190455
2288.100000 -0.250720 nan -18.190455
2288.200000 0.590115 nan -18.190455
2288.300000 -5.250510 nan -18.190455
2288.400000 -1.082800 nan -18.190455
2288.500000 -2.336340 nan -18.190455
2288.600000 -8.170510 nan -18.190455
2288.700000 -5.257175 nan -18.190455
2288.800000 3.491370 nan -18.190455
2288.900000 11.406370 nan -18.190455
2289.000000 6.402825 nan -18.190455
2289.100000 -0.680090 nan -18.190455
2289.200000 3.070115 nan -18.190455
2289.300000 2.650530 nan -18.190455
2289.400000 1.399905 nan -18.190455
2289.500000 0.982195 nan -18.190455
2289.600000 2.652405 nan -18.190455
2289.700000 -3.179055 nan -18.190455
2289.800000 -3.181555 nan -18.190455
2289.900000 -2.772805 nan -18.190455
2290.000000 -4.432595 nan -18.190455
2290.100000 -4.023845 nan -18.190455
2290.200000 -4.855925 nan -18.190455
2290.300000 -8.603425 nan -18.190455
2290.400000 -9.433630 nan -18.190455
2290.500000 -2.353005 nan -18.190455
2290.600000 0.146785 nan -18.190455
2290.700000 -1.103840 nan -18.190455
2290.800000 0.147200 nan -18.190455
2290.900000 -0.681970 nan -18.190455
2291.000000 -0.685095 nan -18.190455
2291.100000 -1.937385 nan -18.190455
2291.200000 -4.442175 nan -18.190455
2291.300000 -1.944255 nan -18.190455
2291.400000 -0.281755 nan -18.190455
2291.500000 -5.692590 nan -18.190455
2291.600000 -5.690715 nan -18.190455
2291.700000 3.061580 nan -18.190455
2291.800000 0.966370 nan -18.190455
2291.900000 -0.699255 nan -18.190455
2292.000000 5.955745 nan -18.190455
2292.100000 4.704705 nan -18.190455
2292.200000 0.954915 nan -18.190455
2292.300000 -4.872375 nan -18.190455
2292.400000 -6.123420 nan -18.190455
2292.500000 -1.126960 nan -18.190455
2292.600000 -2.380920 nan -18.190455
2292.700000 0.114915 nan -18.190455
2292.800000 3.032000 nan -18.190455
2292.900000 0.111375 nan -18.190455
2293.000000 2.608670 nan -18.190455
2293.100000 6.356795 nan -18.190455
2293.200000 7.186585 nan -18.190455
2293.300000 4.686380 nan -18.190455
2293.400000 5.524090 nan -18.190455
2293.500000 6.353465 nan -18.190455
2293.600000 3.851380 nan -18.190455
2293.700000 2.180755 nan -18.190455
2293.800000 1.769085 nan -18.190455
2293.900000 -1.572370 nan -18.190455
2294.000000 -4.071535 nan -18.190455
2294.100000 -6.981115 nan -18.190455
2294.200000 -2.825910 nan -18.190455
2294.300000 4.672005 nan -18.190455
2294.400000 2.594925 nan -18.190455
2294.500000 5.095760 nan -18.190455
2294.600000 3.014930 nan -18.190455
2294.700000 1.343055 nan -18.190455
2294.800000 0.510765 nan -18.190455
2294.900000 -2.408400 nan -18.190455
2295.000000 -3.239650 nan -18.190455
2295.100000 -0.325275 nan -18.190455
2295.200000 4.268475 nan -18.190455
2295.300000 2.600140 nan -18.190455
2295.400000 -1.568400 nan -18.190455
2295.500000 -4.471940 nan -18.190455
2295.600000 -8.216525 nan -18.190455
2295.700000 -4.885690 nan -18.190455
2295.800000 -1.964230 nan -18.190455
2295.900000 -6.556310 nan -18.190455
2296.000000 -9.059645 nan -18.190455
2296.100000 -5.304850 nan -18.190455
2296.200000 -1.129225 nan -18.190455
2296.300000 -9.871100 nan -18.190455
2296.400000 -9.038600 nan -18.190455
2296.500000 -2.783600 nan -18.190455
2296.600000 -6.111520 nan -18.190455
2296.700000 -12.357355 nan -18.190455
2296.800000 -7.781105 nan -18.190455
2296.900000 -4.862565 nan -18.190455
2297.000000 -2.362565 nan -18.190455
2297.100000 -5.692980 nan -18.190455
2297.200000 -4.865690 nan -18.190455
2297.300000 -6.119650 nan -18.190455
2297.400000 -5.294025 nan -18.190455
2297.500000 -3.207985 nan -18.190455
2297.600000 -6.127775 nan -18.190455
2297.700000 -9.043605 nan -18.190455
2297.800000 -9.870480 nan -18.190455
2297.900000 -9.037770 nan -18.190455
2298.000000 -4.036520 nan -18.190455
2298.100000 -1.946725 nan -18.190455
2298.200000 -0.282765 nan -18.190455
2298.300000 -0.283185 nan -18.190455
2298.400000 1.389110 nan -18.190455
2298.500000 4.721400 nan -18.190455
2298.600000 2.222860 nan -18.190455
2298.700000 3.894945 nan -18.190455
2298.800000 -1.105680 nan -18.190455
2298.900000 0.145570 nan -18.190455
2299.000000 5.147445 nan -18.190455
2299.100000 5.565985 nan -18.190455
2299.200000 1.393900 nan -18.190455
2299.300000 1.812445 nan -18.190455
2299.400000 -1.527970 nan -18.190455
2299.500000 -2.355885 nan -18.190455
2299.600000 4.724740 nan -18.190455
2299.700000 8.065155 nan -18.190455
2299.800000 10.145780 nan -18.190455
2299.900000 6.393695 nan -18.190455
2300.000000 2.220985 nan -18.190455
2300.100000 3.061400 nan -18.190455
2300.200000 3.469315 nan -18.190455
2300.300000 6.809105 nan -18.190455
2300.400000 10.139105 nan -18.190455
2300.500000 9.721190 nan -18.190455
2300.600000 6.392230 nan -18.190455
2300.700000 0.561185 nan -18.190455
2300.800000 6.388895 nan -18.190455
2300.900000 10.969520 nan -18.190455
2301.000000 10.139520 nan -18.190455
2301.100000 14.309730 nan -18.190455
2301.200000 10.563480 nan -18.190455
2301.300000 10.563480 nan -18.190455
2301.400000 10.973270 nan -18.190455
2301.500000 13.476395 nan -18.190455
2301.600000 6.400560 nan -18.190455
2301.700000 4.736810 nan -18.190455
2301.800000 7.241185 nan -18.190455
2301.900000 9.337640 nan -18.190455
2302.000000 7.257850 nan -18.190455
2302.100000 16.012640 nan -18.190455
2302.200000 8.106600 nan -18.190455
2302.300000 8.107225 nan -18.190455
2302.400000 9.761810 nan -18.190455
2302.500000 3.512640 nan -18.190455
2302.600000 7.684100 nan -18.190455
2302.700000 7.265350 nan -18.190455
2302.800000 9.763890 nan -18.190455
2302.900000 11.013265 nan -18.190455
2303.000000 7.681390 nan -18.190455
2303.100000 8.929935 nan -18.190455
2303.200000 7.257015 nan -18.190455
2303.300000 3.094930 nan -18.190455
2303.400000 5.593260 nan -18.190455
2303.500000 9.343050 nan -18.190455
2303.600000 8.505760 nan -18.190455
2303.700000 9.344095 nan -18.190455
2303.800000 2.672635 nan -18.190455
2303.900000 2.251180 nan -18.190455
2304.000000 2.673055 nan -18.190455
2304.100000 4.757015 nan -18.190455
2304.200000 10.598470 nan -18.190455
2304.300000 7.259720 nan -18.190455
2304.400000 7.678885 nan -18.190455
2304.500000 16.009510 nan -18.190455
2304.600000 18.933675 nan -18.190455
2304.700000 16.436175 nan -18.190455
2304.800000 16.433675 nan -18.190455
2304.900000 9.763880 nan -18.190455
2305.000000 10.607425 nan -18.190455
2305.100000 8.942635 nan -18.190455
2305.200000 6.443680 nan -18.190455
2305.300000 4.360345 nan -18.190455
2305.400000 -0.229655 nan -18.190455
2305.500000 -3.137990 nan -18.190455
2305.600000 -1.885070 nan -18.190455
2305.700000 0.200140 nan -18.190455
2305.800000 4.374515 nan -18.190455
2305.900000 2.705975 nan -18.190455
2306.000000 -2.712570 nan -18.190455
2306.100000 -3.538615 nan -18.190455
2306.200000 -2.286950 nan -18.190455
2306.300000 8.133880 nan -18.190455
2306.400000 6.467630 nan -18.190455
2306.500000 3.969505 nan -18.190455
2306.600000 7.717425 nan -18.190455
2306.700000 4.388255 nan -18.190455
2306.800000 -3.107370 nan -18.190455
2306.900000 -3.105080 nan -18.190455
2307.000000 -0.604035 nan -18.190455
2307.100000 5.224925 nan -18.190455
2307.200000 6.054090 nan -18.190455
2307.300000 2.728260 nan -18.190455
2307.400000 3.150760 nan -18.190455
2307.500000 -5.596530 nan -18.190455
2307.600000 -7.264865 nan -18.190455
2307.700000 -5.180070 nan -18.190455
2307.800000 2.322845 nan -18.190455
2307.900000 1.492845 nan -18.190455
2308.000000 -3.088405 nan -18.190455
2308.100000 0.661805 nan -18.190455
2308.200000 -2.259865 nan -18.190455
2308.300000 -5.179655 nan -18.190455
2308.400000 -6.838200 nan -18.190455
2308.500000 -4.757780 nan -18.190455
2308.600000 -5.587365 nan -18.190455
2308.700000 -1.840075 nan -18.190455
2308.800000 -4.340910 nan -18.190455
2308.900000 -5.181955 nan -18.190455
2309.000000 -1.838830 nan -18.190455
2309.100000 -3.926330 nan -18.190455
2309.200000 3.162625 nan -18.190455
2309.300000 -3.090085 nan -18.190455
2309.400000 -5.180085 nan -18.190455
2309.500000 -6.011960 nan -18.190455
2309.600000 -3.093625 nan -18.190455
2309.700000 3.989290 nan -18.190455
2309.800000 4.821790 nan -18.190455
2309.900000 2.323250 nan -18.190455
2310.000000 -0.175290 nan -18.190455
2310.100000 -0.172375 nan -18.190455
2310.200000 2.755750 nan -18.190455
2310.300000 1.927835 nan -18.190455
2310.400000 -6.817995 nan -18.190455
2310.500000 -7.236325 nan -18.190455
2310.600000 -3.064450 nan -18.190455
2310.700000 -0.982575 nan -18.190455
2310.800000 4.850130 nan -18.190455
2310.900000 4.849920 nan -18.190455
2311.000000 2.349085 nan -18.190455
2311.100000 -4.730705 nan -18.190455
2311.200000 -0.560915 nan -18.190455
2311.300000 -3.055915 nan -18.190455
2311.400000 -8.051540 nan -18.190455
2311.500000 -6.802790 nan -18.190455
2311.600000 0.273045 nan -18.190455
2311.700000 0.694920 nan -18.190455
2311.800000 2.356170 nan -18.190455
2311.900000 -3.469660 nan -18.190455
2312.000000 -3.044450 nan -18.190455
2312.100000 -8.461740 nan -18.190455
2312.200000 -4.710905 nan -18.190455
2312.300000 3.207430 nan -18.190455
2312.400000 -3.462360 nan -18.190455
2312.500000 -5.963610 nan -18.190455
2312.600000 -8.882570 nan -18.190455
2312.700000 -0.132155 nan -18.190455
2312.800000 -0.961740 nan -18.190455
2312.900000 -2.634030 nan -18.190455
2313.000000 -3.886530 nan -18.190455
2313.100000 -3.465490 nan -18.190455
2313.200000 -1.386325 nan -18.190455
2313.300000 -6.798615 nan -18.190455
2313.400000 -10.139240 nan -18.190455
2313.500000 -6.796530 nan -18.190455
2313.600000 -4.290280 nan -18.190455
2313.700000 -1.376740 nan -18.190455
2313.800000 0.299095 nan -18.190455
2313.900000 0.725765 nan -18.190455
2314.000000 0.726805 nan -18.190455
2314.100000 6.975555 nan -18.190455
2314.200000 -1.361110 nan -18.190455
2314.300000 -1.762775 nan -18.190455
2314.400000 0.321805 nan -18.190455
2314.500000 0.745765 nan -18.190455
2314.600000 -2.590485 nan -18.190455
2314.700000 -0.494025 nan -18.190455
2314.800000 -5.487150 nan -18.190455
2314.900000 -5.905480 nan -18.190455
2315.000000 -5.488605 nan -18.190455
2315.100000 -3.408190 nan -18.190455
2315.200000 -3.408400 nan -18.190455
2315.300000 -5.484860 nan -18.190455
2315.400000 -4.651320 nan -18.190455
2315.500000 -5.479445 nan -18.190455
2315.600000 1.179515 nan -18.190455
2315.700000 -1.315275 nan -18.190455
2315.800000 -4.222360 nan -18.190455
2315.900000 -0.472360 nan -18.190455
2316.000000 -7.972780 nan -18.190455
2316.100000 -7.144445 nan -18.190455
2316.200000 -3.817985 nan -18.190455
2316.300000 -3.397775 nan -18.190455
2316.400000 -2.978195 nan -18.190455
2316.500000 -1.316320 nan -18.190455
2316.600000 -3.397155 nan -18.190455
2316.700000 7.433890 nan -18.190455
2316.800000 -0.067150 nan -18.190455
2316.900000 2.431395 nan -18.190455
2317.000000 -1.724855 nan -18.190455
2317.100000 -1.315895 nan -18.190455
2317.200000 -0.065685 nan -18.190455
2317.300000 -0.476725 nan -18.190455
2317.400000 -1.316725 nan -18.190455
2317.500000 1.186190 nan -18.190455
2317.600000 3.275980 nan -18.190455
2317.700000 1.187020 nan -18.190455
2317.800000 -3.809645 nan -18.190455
2317.900000 0.361190 nan -18.190455
2318.000000 -0.064435 nan -18.190455
2318.100000 0.352025 nan -18.190455
2318.200000 -3.398185 nan -18.190455
2318.300000 -1.728810 nan -18.190455
2318.400000 -4.650475 nan -18.190455
2318.500000 -1.728390 nan -18.190455
2318.600000 -0.896725 nan -18.190455
2318.700000 3.681815 nan -18.190455
2318.800000 6.180355 nan -18.190455
2318.900000 9.101185 nan -18.190455
2319.000000 6.181810 nan -18.190455
2319.100000 2.020770 nan -18.190455
2319.200000 4.101605 nan -18.190455
2319.300000 3.686190 nan -18.190455
2319.400000 5.774940 nan -18.190455
2319.500000 7.025985 nan -18.190455
2319.600000 2.437030 nan -18.190455
2319.700000 -2.975680 nan -18.190455
2319.800000 -1.730475 nan -18.190455
2319.900000 -2.981725 nan -18.190455
2320.000000 3.681190 nan -18.190455
2320.100000 -2.974850 nan -18.190455
2320.200000 -4.224020 nan -18.190455
2320.300000 -2.145060 nan -18.190455
2320.400000 -0.062140 nan -18.190455
2320.500000 4.529315 nan -18.190455
2320.600000 4.938065 nan -18.190455
2320.700000 6.604735 nan -18.190455
2320.800000 9.101820 nan -18.190455
2320.900000 6.603275 nan -18.190455
2321.000000 5.776820 nan -18.190455
2321.100000 4.525985 nan -18.190455
2321.200000 5.773695 nan -18.190455
2321.300000 8.274945 nan -18.190455
2321.400000 3.273070 nan -18.190455
2321.500000 4.522655 nan -18.190455
2321.600000 -0.068385 nan -18.190455
2321.700000 4.930160 nan -18.190455
2321.800000 -1.731300 nan -18.190455
2321.900000 1.178905 nan -18.190455
2322.000000 6.178490 nan -18.190455
2322.100000 -1.732135 nan -18.190455
2322.200000 -4.232135 nan -18.190455
2322.300000 -3.402550 nan -18.190455
2322.400000 -2.152345 nan -18.190455
2322.500000 -0.479845 nan -18.190455
2322.600000 -9.227760 nan -18.190455
2322.700000 -4.228590 nan -18.190455
2322.800000 -2.982135 nan -18.190455
2322.900000 1.177660 nan -18.190455
2323.000000 4.518075 nan -18.190455
2323.100000 6.179950 nan -18.190455
2323.200000 4.931615 nan -18.190455
2323.300000 5.772445 nan -18.190455
2323.400000 11.183070 nan -18.190455
2323.500000 9.107860 nan -18.190455
2323.600000 7.442030 nan -18.190455
2323.700000 9.533280 nan -18.190455
2323.800000 5.363280 nan -18.190455
2323.900000 7.032030 nan -18.190455
2324.000000 8.277655 nan -18.190455
2324.100000 7.853280 nan -18.190455
2324.200000 5.350155 nan -18.190455
2324.300000 4.097450 nan -18.190455
2324.400000 3.674115 nan -18.190455
2324.500000 7.420785 nan -18.190455
2324.600000 1.588080 nan -18.190455
2324.700000 -1.738380 nan -18.190455
2324.800000 1.597040 nan -18.190455
2324.900000 -0.482960 nan -18.190455
2325.000000 2.020375 nan -18.190455
2325.100000 2.432455 nan -18.190455
2325.200000 0.355165 nan -18.190455
2325.300000 -4.222545 nan -18.190455
2325.400000 -3.391295 nan -18.190455
2325.500000 -4.640880 nan -18.190455
2325.600000 -1.719840 nan -18.190455
2325.700000 0.359745 nan -18.190455
2325.800000 0.360165 nan -18.190455
2325.900000 -0.059835 nan -18.190455
2326.000000 -3.393165 nan -18.190455
2326.100000 5.774755 nan -18.190455
2326.200000 9.104130 nan -18.190455
2326.300000 8.272045 nan -18.190455
2326.400000 3.269125 nan -18.190455
2326.500000 2.426000 nan -18.190455
2326.600000 0.761210 nan -18.190455
2326.700000 -0.491290 nan -18.190455
2326.800000 6.584755 nan -18.190455
2326.900000 4.084960 nan -18.190455
2327.000000 0.337460 nan -18.190455
2327.100000 -0.910040 nan -18.190455
2327.200000 -4.241290 nan -18.190455
2327.300000 -2.988585 nan -18.190455
2327.400000 2.012870 nan -18.190455
2327.500000 4.514535 nan -18.190455
2327.600000 4.097240 nan -18.190455
2327.700000 -2.152550 nan -18.190455
2327.800000 -1.732550 nan -18.190455
2327.900000 0.764325 nan -18.190455
2328.000000 -2.982965 nan -18.190455
2328.100000 -0.481090 nan -18.190455
2328.200000 -0.902965 nan -18.190455
2328.300000 1.172455 nan -18.190455
2328.400000 0.338705 nan -18.190455
2328.500000 -1.745465 nan -18.190455
2328.600000 4.083285 nan -18.190455
2328.700000 7.409950 nan -18.190455
2328.800000 4.495365 nan -18.190455
2328.900000 5.739115 nan -18.190455
2329.000000 2.396410 nan -18.190455
2329.100000 4.483910 nan -18.190455
2329.200000 7.394740 nan -18.190455
2329.300000 4.064325 nan -18.190455
2329.400000 3.234950 nan -18.190455
2329.500000 0.730785 nan -18.190455
2329.600000 4.887865 nan -18.190455
2329.700000 7.804530 nan -18.190455
2329.800000 3.633280 nan -18.190455
2329.900000 -0.946095 nan -18.190455
2330.000000 -0.116930 nan -18.190455
2330.100000 -6.367975 nan -18.190455
2330.200000 1.971610 nan -18.190455
2330.300000 -0.528185 nan -18.190455
2330.400000 -5.117975 nan -18.190455
2330.500000 -3.448600 nan -18.190455
2330.600000 4.878690 nan -18.190455
2330.700000 4.469105 nan -18.190455
2330.800000 1.130980 nan -18.190455
2330.900000 -7.621520 nan -18.190455
2331.000000 1.964935 nan -18.190455
2331.100000 3.215975 nan -18.190455
2331.200000 -0.534440 nan -18.190455
2331.300000 -7.621940 nan -18.190455
2331.400000 -13.869440 nan -18.190455
2331.500000 -6.780690 nan -18.190455
2331.600000 3.628270 nan -18.190455
2331.700000 3.218690 nan -18.190455
2331.800000 0.722650 nan -18.190455
2331.900000 -0.942765 nan -18.190455
2332.000000 -3.440475 nan -18.190455
2332.100000 -4.266725 nan -18.190455
2332.200000 -3.855890 nan -18.190455
2332.300000 -2.608600 nan -18.190455
2332.400000 1.979735 nan -18.190455
2332.500000 -2.610890 nan -18.190455
2332.600000 -1.358600 nan -18.190455
2332.700000 3.234110 nan -18.190455
2332.800000 7.395360 nan -18.190455
2332.900000 -3.012975 nan -18.190455
2333.000000 0.739105 nan -18.190455
2333.100000 8.656395 nan -18.190455
2333.200000 3.659105 nan -18.190455
2333.300000 3.667440 nan -18.190455
2333.400000 -2.983810 nan -18.190455
2333.500000 -0.069435 nan -18.190455
2333.600000 4.103065 nan -18.190455
2333.700000 4.935150 nan -18.190455
2333.800000 4.940360 nan -18.190455
2333.900000 3.695985 nan -18.190455
2334.000000 -0.049430 nan -18.190455
2334.100000 -3.790055 nan -18.190455
2334.200000 -3.363180 nan -18.190455
2334.300000 -7.106095 nan -18.190455
2334.400000 -3.350055 nan -18.190455
2334.500000 4.986195 nan -18.190455
2334.600000 3.329945 nan -18.190455
2334.700000 2.915570 nan -18.190455
2334.800000 3.751400 nan -18.190455
2334.900000 2.923900 nan -18.190455
2335.000000 0.428900 nan -18.190455
2335.100000 5.014735 nan -18.190455
2335.200000 4.188275 nan -18.190455
2335.300000 0.018900 nan -18.190455
2335.400000 -2.890890 nan -18.190455
2335.500000 2.939940 nan -18.190455
2335.600000 4.192025 nan -18.190455
2335.700000 2.520980 nan -18.190455
2335.800000 -9.139225 nan -18.190455
2335.900000 -4.555680 nan -18.190455
2336.000000 -5.804430 nan -18.190455
2336.100000 -2.885680 nan -18.190455
2336.200000 -2.885885 nan -18.190455
2336.300000 -3.305260 nan -18.190455
2336.400000 2.525990 nan -18.190455
2336.500000 -0.382970 nan -18.190455
2336.600000 -5.379845 nan -18.190455
2336.700000 -4.963595 nan -18.190455
2336.800000 -5.793800 nan -18.190455
2336.900000 -5.794425 nan -18.190455
2337.000000 -8.301505 nan -18.190455
2337.100000 -6.637335 nan -18.190455
2337.200000 -9.558380 nan -18.190455
2337.300000 -8.731300 nan -18.190455
2337.400000 -4.559635 nan -18.190455
2337.500000 2.111405 nan -18.190455
2337.600000 -0.386930 nan -18.190455
2337.700000 -1.224225 nan -18.190455
2337.800000 -5.382140 nan -18.190455
2337.900000 0.866610 nan -18.190455
2338.000000 0.025775 nan -18.190455
2338.100000 2.948065 nan -18.190455
2338.200000 4.196190 nan -18.190455
2338.300000 1.696605 nan -18.190455
2338.400000 -2.051730 nan -18.190455
2338.500000 -7.883815 nan -18.190455
2338.600000 -3.305690 nan -18.190455
2338.700000 5.869310 nan -18.190455
2338.800000 3.372645 nan -18.190455
2338.900000 0.455560 nan -18.190455
2339.000000 2.537645 nan -18.190455
2339.100000 1.710145 nan -18.190455
2339.200000 5.043065 nan -18.190455
2339.300000 2.964525 nan -18.190455
2339.400000 2.135775 nan -18.190455
2339.500000 0.884315 nan -18.190455
2339.600000 -2.866935 nan -18.190455
2339.700000 2.130565 nan -18.190455
2339.800000 -2.463395 nan -18.190455
2339.900000 5.874105 nan -18.190455
2340.000000 6.706605 nan -18.190455
2340.100000 7.535770 nan -18.190455
2340.200000 6.705355 nan -18.190455
2340.300000 6.289940 nan -18.190455
2340.400000 5.043270 nan -18.190455
2340.500000 6.719935 nan -18.190455
2340.600000 9.640145 nan -18.190455
2340.700000 -0.361525 nan -18.190455
2340.800000 -0.362150 nan -18.190455
2340.900000 4.213060 nan -18.190455
2341.000000 7.960560 nan -18.190455
2341.100000 7.962435 nan -18.190455
2341.200000 10.042850 nan -18.190455
2341.300000 7.541395 nan -18.190455
2341.400000 5.884730 nan -18.190455
2341.500000 -0.783395 nan -18.190455
2341.600000 4.635770 nan -18.190455
2341.700000 5.883270 nan -18.190455
2341.800000 8.792020 nan -18.190455
2341.900000 7.542850 nan -18.190455
2342.000000 4.636185 nan -18.190455
2342.100000 7.138685 nan -18.190455
2342.200000 11.298685 nan -18.190455
2342.300000 11.718060 nan -18.190455
2342.400000 6.720975 nan -18.190455
2342.500000 3.804100 nan -18.190455
2342.600000 6.727015 nan -18.190455
2342.700000 5.895350 nan -18.190455
2342.800000 0.474935 nan -18.190455
2342.900000 1.309100 nan -18.190455
2343.000000 -4.933820 nan -18.190455
2343.100000 -4.505070 nan -18.190455
2343.200000 2.581390 nan -18.190455
2343.300000 3.002430 nan -18.190455
2343.400000 5.080345 nan -18.190455
2343.500000 4.243470 nan -18.190455
2343.600000 8.415135 nan -18.190455
2343.700000 3.832220 nan -18.190455
2343.800000 3.426385 nan -18.190455
2343.900000 -0.322365 nan -18.190455
2344.000000 0.930135 nan -18.190455
2344.100000 3.431800 nan -18.190455
2344.200000 -0.737785 nan -18.190455
2344.300000 1.345340 nan -18.190455
2344.400000 3.436800 nan -18.190455
2344.500000 5.097005 nan -18.190455
2344.600000 5.095335 nan -18.190455
2344.700000 4.680960 nan -18.190455
2344.800000 4.256375 nan -18.190455
2344.900000 4.256585 nan -18.190455
2345.000000 8.010335 nan -18.190455
2345.100000 5.510960 nan -18.190455
2345.200000 0.510960 nan -18.190455
2345.300000 7.591375 nan -18.190455
2345.400000 5.092835 nan -18.190455
2345.500000 -1.566120 nan -18.190455
2345.600000 0.093670 nan -18.190455
2345.700000 1.348460 nan -18.190455
2345.800000 4.276790 nan -18.190455
2345.900000 4.705125 nan -18.190455
2346.000000 0.118665 nan -18.190455
2346.100000 -1.955710 nan -18.190455
2346.200000 2.219710 nan -18.190455
2346.300000 3.885960 nan -18.190455
2346.400000 0.139085 nan -18.190455
2346.500000 -1.935290 nan -18.190455
2346.600000 6.397000 nan -18.190455
2346.700000 4.740545 nan -18.190455
2346.800000 -0.252790 nan -18.190455
2346.900000 4.749295 nan -18.190455
2347.000000 3.078880 nan -18.190455
2347.100000 0.159085 nan -18.190455
2347.200000 5.580130 nan -18.190455
2347.300000 -1.916955 nan -18.190455
2347.400000 2.667835 nan -18.190455
2347.500000 1.009085 nan -18.190455
2347.600000 -2.738620 nan -18.190455
2347.700000 -1.076745 nan -18.190455
2347.800000 3.924925 nan -18.190455
2347.900000 9.763885 nan -18.190455
2348.000000 5.174095 nan -18.190455
2348.100000 -0.236530 nan -18.190455
2348.200000 -1.488820 nan -18.190455
2348.300000 -1.493195 nan -18.190455
2348.400000 2.252640 nan -18.190455
2348.500000 6.414725 nan -18.190455
2348.600000 -1.083190 nan -18.190455
2348.700000 -3.162355 nan -18.190455
2348.800000 0.584935 nan -18.190455
2348.900000 -1.916730 nan -18.190455
2349.000000 2.255145 nan -18.190455
2349.100000 4.757225 nan -18.190455
2349.200000 -1.911525 nan -18.190455
2349.300000 -4.829445 nan -18.190455
2349.400000 3.926390 nan -18.190455
2349.500000 2.676595 nan -18.190455
2349.600000 3.093470 nan -18.190455
2349.700000 6.010970 nan -18.190455
2349.800000 0.170555 nan -18.190455
2349.900000 -1.079650 nan -18.190455
2350.000000 1.011185 nan -18.190455
2350.100000 1.844100 nan -18.190455
2350.200000 2.272435 nan -18.190455
2350.300000 1.029935 nan -18.190455
2350.400000 1.868060 nan -18.190455
2350.500000 -3.959025 nan -18.190455
2350.600000 -1.043815 nan -18.190455
2350.700000 2.710145 nan -18.190455
2350.800000 0.209310 nan -18.190455
2350.900000 -1.449230 nan -18.190455
2351.000000 3.962020 nan -18.190455
2351.100000 6.459730 nan -18.190455
2351.200000 3.128480 nan -18.190455
2351.300000 2.705980 nan -18.190455
2351.400000 -1.047145 nan -18.190455
2351.500000 3.947645 nan -18.190455
2351.600000 -1.052770 nan -18.190455
2351.700000 -2.714230 nan -18.190455
2351.800000 2.282645 nan -18.190455
2351.900000 3.529520 nan -18.190455
2352.000000 -2.314855 nan -18.190455
2352.100000 2.683690 nan -18.190455
2352.200000 5.179735 nan -18.190455
2352.300000 1.845775 nan -18.190455
2352.400000 3.921190 nan -18.190455
2352.500000 -2.743390 nan -18.190455
2352.600000 -3.166095 nan -18.190455
2352.700000 3.084950 nan -18.190455
2352.800000 3.081615 nan -18.190455
2352.900000 4.330365 nan -18.190455
2353.000000 0.158280 nan -18.190455
2353.100000 -2.339845 nan -18.190455
2353.200000 -6.091510 nan -18.190455
2353.300000 -1.921510 nan -18.190455
2353.400000 0.156615 nan -18.190455
2353.500000 -0.677970 nan -18.190455
2353.600000 -1.099635 nan -18.190455
2353.700000 -1.512555 nan -18.190455
2353.800000 -6.513180 nan -18.190455
2353.900000 1.818070 nan -18.190455
2354.000000 -0.257970 nan -18.190455
2354.100000 -6.510265 nan -18.190455
2354.200000 -6.104850 nan -18.190455
2354.300000 -4.857145 nan -18.190455
2354.400000 -4.016105 nan -18.190455
2354.500000 5.148685 nan -18.190455
2354.600000 4.322645 nan -18.190455
2354.700000 -1.927980 nan -18.190455
2354.800000 -1.507980 nan -18.190455
2354.900000 -6.100895 nan -18.190455
2355.000000 -9.434020 nan -18.190455
2355.100000 -6.934645 nan -18.190455
2355.200000 -6.106310 nan -18.190455
2355.300000 0.562020 nan -18.190455
2355.400000 2.645980 nan -18.190455
2355.500000 -0.682980 nan -18.190455
2355.600000 -1.514440 nan -18.190455
2355.700000 1.394310 nan -18.190455
2355.800000 2.642435 nan -18.190455
2355.900000 5.982015 nan -18.190455
2356.000000 5.565975 nan -18.190455
2356.100000 2.642435 nan -18.190455
